UserID,Question,Answer,Difficulty,Topic
2655,Which native tribe does Charles Smith assist to protect their ancestral lands from the federal army?,The Wapiti,Easy,Red Dead Redemption
2656,Who serves as the wise and pacifist leader of the Wapiti tribe during their conflict with the army?,Rains Fall,Easy,Red Dead Redemption
2657,Which hot-headed young warrior directly disobeys his father to fight the army in open conflict?,Eagle Flies,Easy,Red Dead Redemption
2658,Which snowy mountain mining town serves as the gang's emergency hideout during the opening prologue?,Colter,Easy,Red Dead Redemption
2659,Which gang member is scheduled to be hanged in the town of Strawberry before Arthur rescues him?,Micah Bell,Easy,Red Dead Redemption
2660,Who serves as the primary cook and butcher for the Van der Linde gang's traveling camp?,Simon Pearson,Easy,Red Dead Redemption
2661,Which disastrous event forces the gang to flee into the snowy mountains at the very beginning of the story?,The Blackwater Ferry Robbery,Easy,Red Dead Redemption
2662,Which federal agent ruthlessly manipulates John Marston into hunting down his former gang members?,Edgar Ross,Easy,Red Dead Redemption
2663,What name is given to the beloved dog that resides at Beecher's Hope?,Rufus,Easy,Red Dead Redemption
2664,What alias does John Marston use while working as a humble ranch hand?,Jim Milton,Easy,Red Dead Redemption
2665,Which former Van der Linde gang member fortifies himself inside Fort Mercer to evade capture?,Bill Williamson,Easy,Red Dead Redemption
2666,Which region serves as the primary setting for the gang's final desperate stand and camp?,Roanoke Ridge,Easy,Red Dead Redemption
2667,Which wealthy oil tycoon funds the Pinkertons to hunt down the Van der Linde gang?,Leviticus Cornwall,Easy,Red Dead Redemption
2668,Which prominent female gang member famously carries a shotgun and fiercely protects the camp?,Susan Grimshaw,Easy,Red Dead Redemption
2669,Which grieving widow transforms into a ruthless bounty hunter after her husband is murdered?,Sadie Adler,Easy,Red Dead Redemption
2670,What prominent facial feature does John Marston possess that occasionally draws questions from secondary characters?,Severe facial scars,Easy,Red Dead Redemption
2671,Which town sheriff enlists John Marston to help clear out criminals operating near his jurisdiction?,Leigh Johnson,Easy,Red Dead Redemption
2672,Which Mexican territory must John Marston travel to in his pursuit of Javier Escuella?,Nuevo Paraiso,Easy,Red Dead Redemption
2673,What specific violent event causes Abigail Marston to temporarily leave John at the Pronghorn Ranch?,John engaging in a shootout to defend the ranch,Easy,Red Dead Redemption
2674,In what item does Arthur Morgan frequently sketch and document his daily experiences?,His journal,Easy,Red Dead Redemption
2675,Which religious cult attempts to recruit Mary Linton's brother before Arthur intervenes?,The Chelonians,Medium,Red Dead Redemption
2676,Name the eccentric French artist whom Arthur helps escape from Saint Denis.,Charles Chatenay,Medium,Red Dead Redemption
2677,Which animals are raised and commanded by the feral man living in Roanoke Ridge?,Wolves,Medium,Red Dead Redemption
2678,What name is given to the stray dog that wanders into the camp at Clemens Point?,Cain,Medium,Red Dead Redemption
2679,Who wanders through various towns searching endlessly for his missing English friend Gavin?,Nigel,Medium,Red Dead Redemption
2680,Which family heirloom does Mary Linton ask Arthur Morgan to retrieve from her indebted father?,A silver brooch,Medium,Red Dead Redemption
2681,Which rival gang leader did Dutch van der Linde murder to spark a blood feud prior to the story?,Colm O'Driscoll's brother,Medium,Red Dead Redemption
2682,What secret supernatural entity can Arthur encounter in a dark alleyway in Saint Denis?,A vampire,Medium,Red Dead Redemption
2683,Which horrifying faction primarily operates in the shadows and ambushes travelers in the swamps of Lemoyne?,The Night Folk,Medium,Red Dead Redemption
2684,Which federal military outpost borders the Wapiti reservation and serves as a point of tension?,Fort Wallace,Medium,Red Dead Redemption
2685,Who runs the illicit fencing operation hidden behind the Emerald Ranch stable?,Seamus,Medium,Red Dead Redemption
2686,What devastating disease completely wiped out the population of Armadillo during the epilogue?,Cholera,Medium,Red Dead Redemption
2687,Which outlaw gang violently controls the New Austin territory during John Marston's epilogue journey?,The Del Lobo Gang,Medium,Red Dead Redemption
2688,What rank does the primary antagonist Agustin Allende hold within the Mexican military forces?,Colonel,Medium,Red Dead Redemption
2689,Which traveling salesman relies on John Marston to shoot a skull off a porch to demonstrate a fake tonic?,Nigel West Dickens,Medium,Red Dead Redemption
2690,What rare breed of horse can be tamed in the snowy wilderness near Lake Isabella?,The White Arabian,Medium,Red Dead Redemption
2691,Which exceptionally violent gang operates primarily within the forest region of Tall Trees?,The Skinner Brothers,Medium,Red Dead Redemption
2692,What agricultural export serves as the primary economic engine for the island of Guarma?,Sugar,Medium,Red Dead Redemption
2693,Which tyrannical military leader rules the island of Guarma and subjugates the local workers?,Colonel Fussar,Medium,Red Dead Redemption
2694,Which brutal gang ambushes travelers and operates out of the caves in Roanoke Ridge?,The Murfree Brood,Medium,Red Dead Redemption
2695,Where is the final hideout location utilized by the Van der Linde gang before they permanently disband?,Beaver Hollow,Medium,Red Dead Redemption
2696,Which secondary Pinkerton agent constantly shadows Andrew Milton during his hunt for the gang?,Edgar Ross,Medium,Red Dead Redemption
2697,What legendary moniker does Uncle claim he earned during his youth as a gunslinger?,The One-Shot Kid,Medium,Red Dead Redemption
2698,Which town suffers an outbreak of violence when Micah Bell decides to massacre lawmen for his revolvers?,Strawberry,Medium,Red Dead Redemption
2699,What is the name of the mysterious fortune teller whom Arthur can encounter along the road?,Blind Man Cassidy,Medium,Red Dead Redemption
2700,Which outlaw is John Marston attempting to capture when he is first shot outside Fort Mercer?,Bill Williamson,Medium,Red Dead Redemption
2701,Which river forms the geographical border separating New Austin from Mexico?,The San Luis River,Medium,Red Dead Redemption
2702,Which charismatic rebel leader does John Marston assist in overthrowing the Mexican government?,Abraham Reyes,Medium,Red Dead Redemption
2703,What sacred native artifact does Arthur Morgan retrieve from an army camp for Rains Fall?,A Chanupa pipe,Medium,Red Dead Redemption
2704,At which train station does Arthur Morgan bid his final farewell to Sister Calderon?,Emerald Station,Medium,Red Dead Redemption
2705,What devastating phrase does Dutch van der Linde utter right before stepping off a cliff?,Our time is passed,Medium,Red Dead Redemption
2706,Which lawman assists John Marston in clearing criminals from the town of Armadillo?,Marshal Leigh Johnson,Medium,Red Dead Redemption
2707,How much money does Arthur Morgan state is the bounty on his head in Blackwater?,Five thousand dollars,Hard,Red Dead Redemption
2708,What name did Arthur Morgan give to his previous horse that perished before the main narrative?,Boadicea,Hard,Red Dead Redemption
2709,Which alias does Arthur Morgan adopt while pretending to be a sworn deputy in Rhodes?,Arthur Callahan,Hard,Red Dead Redemption
2710,What alias does Dutch van der Linde adopt while acting as an impromptu deputy for Sheriff Gray?,Hoagy MacIntosh,Hard,Red Dead Redemption
2711,Name the eccentric mayor who frequently delivers speeches in the center of Strawberry.,Nicholas Timmins,Hard,Red Dead Redemption
2712,What is the name of the ruined location in Roanoke Valley where a celestial object struck the earth?,Meteor House,Hard,Red Dead Redemption
2713,Exactly how many gold bars are rewarded for solving the strange statues puzzle inside the hidden cave?,Three,Hard,Red Dead Redemption
2714,Which eccentric inventor demonstrates a remote-controlled boat in Saint Denis and later builds an automaton in Doverhill?,Marko Dragic,Hard,Red Dead Redemption
2715,Where can the grieving automaton be found wandering after the death of its creator?,The snowy mountains near Colter,Hard,Red Dead Redemption
2716,What facial identifying feature marks Francis Sinclair as a traveler from another time period?,A birthmark over his right eye,Hard,Red Dead Redemption
2717,At what exact time of night does the extraterrestrial craft appear above Hani's Bethel?,Two AM,Hard,Red Dead Redemption
2718,Which location serves as the hidden basement where the serial killer Edmund Lowry Jr commits his murders?,Lucky's Cabin,Hard,Red Dead Redemption
2719,Which legendary gunslinger retired from outlawing to manage a pungent pig farm?,Emmet Granger,Hard,Red Dead Redemption
2720,What degrading task does Emmet Granger force Arthur Morgan to complete before sharing his history?,Shoveling pig manure,Hard,Red Dead Redemption
2721,Which legendary gunslinger hides aboard a moving train before challenging Arthur to a duel?,Billy Midnight,Hard,Red Dead Redemption
2722,To which swamp region does the female legendary gunslinger Black Belle retreat?,Bluewater Marsh,Hard,Red Dead Redemption
2723,Which outlaw gang constantly terrorizes the workers at Pronghorn Ranch?,The Laramie Gang,Hard,Red Dead Redemption
2724,Which mail-order catalog company does John Marston use to purchase lumber for his new home?,Wheeler Rawson and Company,Hard,Red Dead Redemption
2725,Which financial institution in Saint Denis is the site of the gang's most disastrous robbery?,The Lemoyne National Bank,Hard,Red Dead Redemption
2726,Which alias does Abigail Roberts adopt while living at Pronghorn Ranch?,Abigail Milton,Hard,Red Dead Redemption
2727,What location serves as the hideout for the bandit leader Flaco Hernandez in the snowy wilderness?,Cairn Lake,Hard,Red Dead Redemption
2728,Name the theater located in Saint Denis where Arthur can watch bizarre stage performances.,Theatre Raleur,Hard,Red Dead Redemption
2729,Which family matriarch leads the Braithwaite family during their bitter feud in Lemoyne?,Catherine Braithwaite,Hard,Red Dead Redemption
2730,What hidden illness does Catherine Braithwaite's secret daughter suffer from while locked away?,Mental illness,Hard,Red Dead Redemption
2731,Name the secret daughter locked away in an outhouse by the Braithwaite family.,Gertrude Braithwaite,Hard,Red Dead Redemption
2732,Which newspaper circulates news primarily within the Valentine and New Hanover regions?,The New Hanover Gazette,Hard,Red Dead Redemption
2733,Who runs the shady trading post located in the lawless settlement of Van Horn?,Silas Crawford,Hard,Red Dead Redemption
2734,Which two specific large animals are most prominently combined to create the nightmarish mutant found near Van Horn?,A bear and a boar,Hard,Red Dead Redemption
2735,What military rank does Favours hold while actively antagonizing the Wapiti tribe?,Colonel,Hard,Red Dead Redemption
2736,Which officer actively attempts to assist the Wapiti tribe and is subsequently court-martialed?,Captain Monroe,Hard,Red Dead Redemption
2737,Name the gang of former confederate soldiers who terrorize the Lemoyne area.,The Lemoyne Raiders,Hard,Red Dead Redemption
2738,Which ruined plantation estate serves as the primary base for the Lemoyne Raiders?,Shady Belle,Hard,Red Dead Redemption
2739,What type of terrifying giant creature's skeleton can be found hidden on Mount Shann?,A giant hominid,Hard,Red Dead Redemption
2740,Which melody must be played in Ocarina of Time to open the Door of Time?,Song of Time,Easy,The Legend of Zelda
2741,Which fragment of the Triforce does Ganondorf primarily wield in the franchise lore?,Triforce of Power,Easy,The Legend of Zelda
2742,Identify the ancient tribe that traditionally guards the Royal Family and resides in Kakariko Village?,Sheikah,Easy,The Legend of Zelda
2743,Name the Divine Beast piloted by the Zora Champion Mipha in Breath of the Wild?,Vah Ruta,Easy,The Legend of Zelda
2744,Which magical item is required to see invisible enemies and hidden paths in the Bottom of the Well?,Lens of Truth,Easy,The Legend of Zelda
2745,Identify the talking red boat that guides the protagonist across the Great Sea in The Wind Waker?,King of Red Lions,Easy,The Legend of Zelda
2746,"Which plant-like race, characterized by a bulb on their back, inhabits the Faron Woods in Skyward Sword?",Kikwi,Easy,The Legend of Zelda
2747,Name the dark magical artifact Midna wears on her head as a helmet in Twilight Princess?,Fused Shadow,Easy,The Legend of Zelda
2748,Which mask must be worn to transform into a rock-eating warrior in Majora's Mask?,Goron Mask,Easy,The Legend of Zelda
2749,Which magical artifact is required to traverse the Dark World without turning into a rabbit?,Moon Pearl,Easy,The Legend of Zelda
2750,Identify the object that the Happy Mask Salesman desperately needs recovered in Majora's Mask?,Majora's Mask,Easy,The Legend of Zelda
2751,Which magical stone must be obtained from the Dodongo's Cavern in Ocarina of Time?,Goron's Ruby,Easy,The Legend of Zelda
2752,Which ancient technology serves as the primary multi-tool in Breath of the Wild?,Sheikah Slate,Easy,The Legend of Zelda
2753,Which song grants the ability to manipulate the weather and bring rain in Ocarina of Time?,Song of Storms,Easy,The Legend of Zelda
2754,Identify the parallel dimension from which the Shadow Beasts emerge in Twilight Princess?,Twilight Realm,Easy,The Legend of Zelda
2755,"Which tool is used to pull objects or grapple across gaps, first introduced to 3D in Ocarina of Time?",Hookshot,Easy,The Legend of Zelda
2756,Name the ancient civilization responsible for creating the Guardians in Breath of the Wild?,Sheikah,Easy,The Legend of Zelda
2757,Which garment allows the protagonist to breathe underwater indefinitely in Ocarina of Time?,Zora Tunic,Easy,The Legend of Zelda
2758,Which conductor's baton allows the protagonist to control the direction of the wind in The Wind Waker?,Wind Waker,Easy,The Legend of Zelda
2759,Identify the sacred blade that is traditionally the only weapon capable of sealing Ganon?,Master Sword,Easy,The Legend of Zelda
2760,Which type of large bird serves as the primary mount for knights in Skyward Sword?,Loftwing,Easy,The Legend of Zelda
2761,"In Majora's Mask, which melody significantly slows the passage of time to extend the three-day cycle?",Inverted Song of Time,Easy,The Legend of Zelda
2762,Which Goron Champion in Breath of the Wild possesses the ability to create an impenetrable barrier?,Daruk,Easy,The Legend of Zelda
2763,Name the artifact that Princess Zelda shatters into eight pieces to hide from Ganon in the original 1986 game?,Triforce of Wisdom,Easy,The Legend of Zelda
2764,Identify the fairy companion assigned to the protagonist by the Great Deku Tree in Ocarina of Time?,Navi,Easy,The Legend of Zelda
2765,Which mask grants the ability to run at incredible speeds in Majora's Mask?,Bunny Hood,Easy,The Legend of Zelda
2766,Which unique ability allows the protagonist to traverse walls in A Link Between Worlds?,Wall Merging,Easy,The Legend of Zelda
2767,Identify the defensive item used to reflect light and solve puzzles in the Spirit Temple?,Mirror Shield,Easy,The Legend of Zelda
2768,Name the floating island civilization where the journey begins in Skyward Sword?,Skyloft,Easy,The Legend of Zelda
2769,Which tool allows the protagonist to float slowly and catch updrafts in Breath of the Wild?,Paraglider,Easy,The Legend of Zelda
2770,Name the island that serves as the protagonist's starting home in The Wind Waker?,Outset Island,Easy,The Legend of Zelda
2771,Identify the physical form that Ganon's malicious energy takes to corrupt the land in Breath of the Wild?,Malice,Easy,The Legend of Zelda
2772,Which item must be dropped in front of Lord Jabu-Jabu to gain entry into his belly?,Fish,Easy,The Legend of Zelda
2773,Identify the magical medallion obtained after defeating Volvagia in the Fire Temple?,Fire Medallion,Easy,The Legend of Zelda
2774,Which item must be given to the shivering Goron to obtain the Don Gero's Mask?,Rock Sirloin,Medium,The Legend of Zelda
2775,Name the minigame hosted by Purlo in Hyrule Castle Town to win quiver upgrades?,STAR Game,Medium,The Legend of Zelda
2776,How many heart pieces are required to form a complete heart container in Twilight Princess?,Five,Medium,The Legend of Zelda
2777,Which melody must be played on the Triforce mark in the graveyard to open the entrance to the Royal Family's Tomb?,Zelda's Lullaby,Medium,The Legend of Zelda
2778,Which colored flame must be carried to power the furnace at the Hateno Ancient Tech Lab?,Blue Flame,Medium,The Legend of Zelda
2779,Identify the tool that allows the protagonist to blow away sand mounds in the Lanayru Desert?,Gust Bellows,Medium,The Legend of Zelda
2780,Which useful item is given by the Cucco Lady for returning all her missing birds in Kakariko?,Empty Bottle,Medium,The Legend of Zelda
2781,Identify the item the protagonist gives to Biggoron at Death Mountain to receive the Prescription?,Broken Goron's Sword,Medium,The Legend of Zelda
2782,Which item is required to lift the heavy dark green rocks in A Link to the Past?,Titan's Mitt,Medium,The Legend of Zelda
2783,Identify the type of collectible that must be gathered to help Agitha expand her kingdom?,Golden Bugs,Medium,The Legend of Zelda
2784,Which sanctuary must the protagonist visit to infuse elements into the White Sword?,Elemental Sanctuary,Medium,The Legend of Zelda
2785,Which item is used as a makeshift torch to clear massive webs inside the Deku Tree?,Deku Stick,Medium,The Legend of Zelda
2786,Identify the item required to lift and destroy the large stone head barriers in the Earth Temple?,Power Bracelets,Medium,The Legend of Zelda
2787,Which clan of desert thieves is led by the sage Nabooru in Ocarina of Time?,Gerudo,Medium,The Legend of Zelda
2788,Name the item obtained after defeating Ook the baboon in the Forest Temple?,Gale Boomerang,Medium,The Legend of Zelda
2789,How many stray fairies must be rescued in each temple to receive a Great Fairy's blessing?,Fifteen,Medium,The Legend of Zelda
2790,Which tool is upgraded to pick up and drop items like bombs from a distance in Skyward Sword?,Hook Beetle,Medium,The Legend of Zelda
2791,Identify the mask in Majora's Mask that commands the respect of the Ikana undead soldiers?,Captain's Hat,Medium,The Legend of Zelda
2792,"Within Ocarina of Time, which hidden item is strictly intended to be found and used to reliably lure the massive Hylian Loach?",Sinking Lure,Medium,The Legend of Zelda
2793,Which song is used to teleport directly to the Triforce pedestal in the Desert Colossus?,Requiem of Spirit,Medium,The Legend of Zelda
2794,How many wood bundles does Hudson ask for in his very first material request for Tarrey Town?,Ten,Medium,The Legend of Zelda
2795,Name the island that contains the secret entrance to the fifty-floor Savage Labyrinth?,Outset Island,Medium,The Legend of Zelda
2796,Which method of entry is required to access the Gerudo Secret Club in Breath of the Wild?,A secret password,Medium,The Legend of Zelda
2797,Identify the item that allows the protagonist to burrow into soft soil in Skyward Sword?,Digging Mitts,Medium,The Legend of Zelda
2798,Which magic spell surrounds the protagonist in a protective crystal that completely nullifies damage?,Nayru's Love,Medium,The Legend of Zelda
2799,Name the merchant character who rents out crucial items in A Link Between Worlds?,Ravio,Medium,The Legend of Zelda
2800,Which song must be played to awaken the giant sleeping turtle in Great Bay?,New Wave Bossa Nova,Medium,The Legend of Zelda
2801,Identify the mask requested by the boy in the graveyard who mimics Dampé?,Spooky Mask,Medium,The Legend of Zelda
2802,Which character is exclusively capable of translating Triforce Charts for a fee?,Tingle,Medium,The Legend of Zelda
2803,Identify the flower said to be the favorite of the Hyrulean Princess in Breath of the Wild?,Silent Princess,Medium,The Legend of Zelda
2804,Which dungeon serves as the resting place of the Hero's Bow in Majora's Mask?,Woodfall Temple,Medium,The Legend of Zelda
2805,Name the item that the young Rito prince Komali holds onto tightly in The Wind Waker?,Din's Pearl,Medium,The Legend of Zelda
2806,How many rupees must be deposited into the Clock Town bank to receive the Adult Wallet?,Two Hundred,Hard,The Legend of Zelda
2807,Identify the premium brand of milk exclusively served at the Milk Bar Latte in Majora's Mask?,Chateau Romani,Hard,The Legend of Zelda
2808,Name the bottled substance used to thaw King Zora from his frozen state in Ocarina of Time?,Blue Fire,Hard,The Legend of Zelda
2809,"Name the carnivorous plant enemy, found primarily in the Forbidden Woods, that drops a rare seed material bearing its own name in The Wind Waker?",Boko Baba,Hard,The Legend of Zelda
2810,Identify the unique horse associated with Ganondorf's traits found in the Taobab Grassland?,Giant Horse,Hard,The Legend of Zelda
2811,Which trade sequence item is received from King Zora after presenting him with the Prescription?,Eyeball Frog,Hard,The Legend of Zelda
2812,Name the yeti wife who requests ingredients for pumpkin soup at the Snowpeak Ruins?,Yeta,Hard,The Legend of Zelda
2813,Name the large owl who frequently dispenses cryptic advice throughout Ocarina of Time?,Kaepora Gaebora,Hard,The Legend of Zelda
2814,Which mask is acquired by listening to Guru-Guru's musical confession in the Laundry Pool?,Bremen Mask,Hard,The Legend of Zelda
2815,Identify the combination of three Goddess Pearls required to raise the Tower of the Gods?,Din's Pearl Farore's Pearl and Nayru's Pearl,Hard,The Legend of Zelda
2816,How many rupees does it cost to participate in the diving minigame at Zora's Domain?,Twenty,Hard,The Legend of Zelda
2817,Name the massive armored aquatic boss encountered at the bottom of the Lakebed Temple?,Morpheel,Hard,The Legend of Zelda
2818,Which massive character upgrades the small shield to the Mirror Shield after you allow him to eat it in The Minish Cap?,Biggoron,Hard,The Legend of Zelda
2819,How many total collectible figurines can be crafted for the Nintendo Gallery?,One Hundred Thirty-Four,Hard,The Legend of Zelda
2820,Which item is rewarded for finding and assembling the complete frog choir in Majora's Mask?,Piece of Heart,Hard,The Legend of Zelda
2821,Identify the subterranean spiral realm where Demise is physically imprisoned?,Sealed Grounds,Hard,The Legend of Zelda
2822,Identify the geographic location of the snowy peak where the dragon Naydra is found?,Mount Lanayru,Hard,The Legend of Zelda
2823,Which blue-colored trade item is given to the haggard poacher to obtain the Odd Mushroom?,Cojiro,Hard,The Legend of Zelda
2824,Which melodic sequence logic must be followed to play the Song of Double Time?,Play each note of the Song of Time twice,Hard,The Legend of Zelda
2825,Identify the regal name of the Lorulean counterpart to Hyrule's Princess Zelda?,Princess Hilda,Hard,The Legend of Zelda
2826,Which navigational item is required to make the Ghost Ship tangible so the protagonist can successfully approach and board it?,Ghost Ship Chart,Hard,The Legend of Zelda
2827,Identify the rupee cost to purchase the single Life Medal sold by Beedle?,Eight Hundred,Hard,The Legend of Zelda
2828,Name the shadowy mirrored sub-boss encountered in the illusionary room of the Water Temple?,Dark Link,Hard,The Legend of Zelda
2829,Which rustic settlement sells the complete Stealth Set armor in Breath of the Wild?,Kakariko Village,Hard,The Legend of Zelda
2830,How many total Poe Souls must be delivered to Jovani to free him from his curse?,Sixty,Hard,The Legend of Zelda
2831,Identify the incredibly rare recovery item awarded for clearing all 50 floors of the Cave of Ordeals?,Great Fairy's Tears,Hard,The Legend of Zelda
2832,Name the regal servant who races the protagonist through a maze in the Deku Shrine?,Deku Butler,Hard,The Legend of Zelda
2833,Which reward is granted for staying awake through Anju's Grandmother's two-hour story?,Piece of Heart,Hard,The Legend of Zelda
2834,Name the fiery dancing sub-boss whose core runs away in the Fire Temple?,Flare Dancer,Hard,The Legend of Zelda
2835,How many Korok Seeds are required to be traded to Hestu to fully expand all inventory slots?,Four Hundred Forty-One,Hard,The Legend of Zelda
2836,What item does SpongeBob famously use to ride up to the Krusty Krab to deliver the first Krabby Patty pizza?,A boulder,Medium,SpongeBob SquarePants
2837,"What musical instrument does Squidward play terribly, often to the annoyance of his neighbors?",Clarinet,Easy,SpongeBob SquarePants
2838,What is the name of Plankton's computer wife who often criticizes his schemes?,Karen,Easy,SpongeBob SquarePants
2839,What explosive item does SpongeBob accidentally give to Squidward for Employee Brotherhood Day?,A pie,Easy,SpongeBob SquarePants
2840,"What is the number of the ""sentence enhancer"" curse word SpongeBob and Patrick learn from the dumpster?",11,Hard,SpongeBob SquarePants
2841,What condiment does Patrick declare is not an instrument during Squidward's band practice?,Mayonnaise,Medium,SpongeBob SquarePants
2842,What invisible vehicle do Mermaid Man and Barnacle Boy use to patrol Bikini Bottom?,The Invisible Boatmobile,Easy,SpongeBob SquarePants
2843,What name does SpongeBob give to his anthropomorphic friend made entirely of soap film?,Bubble Buddy,Easy,SpongeBob SquarePants
2844,What technique does SpongeBob tell Squidward he must use to blow the perfect bubble?,Bring it around town,Medium,SpongeBob SquarePants
2845,What specific attachments make SpongeBob's hydrodynamic spatula perfect for flipping Krabby Patties?,Port and starboard attachments,Easy,SpongeBob SquarePants
2846,What catchy song does SpongeBob sing while leading the marching band at the Bubble Bowl?,Sweet Victory,Medium,SpongeBob SquarePants
2847,"What kind of animal is Junior, the abandoned baby creature SpongeBob and Patrick adopt?",A scallop,Medium,SpongeBob SquarePants
2848,What superhero alias does Squidward assume as part of the International Justice League of Super Acquaintances?,Captain Magma,Medium,SpongeBob SquarePants
2849,What is revealed to be inside Patrick's secret box when he finally opens it in front of SpongeBob?,A piece of string,Easy,SpongeBob SquarePants
2850,"What condition does SpongeBob catch from leaving his fridge open, causing bubbles to leak from his body?",The Suds,Easy,SpongeBob SquarePants
2851,"What disguise does Plankton use, claiming to be a machine, to extract the secret formula from SpongeBob?",Robot Krabs,Easy,SpongeBob SquarePants
2852,How does SpongeBob finally gain entry into the Salty Spitoon after trying to act tough?,He slips on an ice cube,Hard,SpongeBob SquarePants
2853,What ancient king's crown is stolen by Plankton and taken to Shell City?,King Neptune,Easy,SpongeBob SquarePants
2854,"What is the name of the giant, Alaskan beast that terrorizes Bikini Bottom and eats Sandy's tail?",The Alaskan Bull Worm,Easy,SpongeBob SquarePants
2855,What phrase does SpongeBob repeatedly chant to annoy Squidward on their way to deliver a food order?,The Krusty Krab Pizza is the pizza for you and me,Easy,SpongeBob SquarePants
2856,What are the names of SpongeBob's three inanimate friends when he refuses to go outside?,"Penny, Chip, and Used Napkin",Medium,SpongeBob SquarePants
2857,What is the name of Sandy's home state that she frequently feels homesick for?,Texas,Easy,SpongeBob SquarePants
2858,What is the name of the terrifying rollercoaster that SpongeBob and Patrick are too scared to ride at Glove World?,The Fiery Fist O' Pain,Medium,SpongeBob SquarePants
2859,What magical object from the surface world does SpongeBob use to bring a hostile drawing to life?,The Magic Pencil,Easy,SpongeBob SquarePants
2860,"What do SpongeBob and Mr. Krabs attempt to hide in the freezer, mistakenly believing it to be a dead body?",The Health Inspector,Easy,SpongeBob SquarePants
2861,"What character arrives on the bus at the end of the Hash-Slinging Slasher episode, revealing himself as the one flickering the lights?",Nosferatu,Easy,SpongeBob SquarePants
2862,What specific song helps SpongeBob remember how to tie his shoes after the Flying Dutchman's knot-tying challenge?,Loop de Loop,Easy,SpongeBob SquarePants
2863,What multi-colored food item does SpongeBob invent that Mr. Krabs initially mocks before stealing the idea?,Pretty Patties,Easy,SpongeBob SquarePants
2864,What is the name of the squirrel who wears a diving suit and is known for her extreme sports and karate skills?,Sandy Cheeks,Easy,SpongeBob SquarePants
2865,What aquatic expletive does SpongeBob frequently use to express frustration or disappointment?,Barnacles,Medium,SpongeBob SquarePants
2866,What is the name of the fast-food restaurant that directly competes with the Krusty Krab across the street?,The Chum Bucket,Easy,SpongeBob SquarePants
2867,What pet snail meows like a cat and frequently demonstrates higher intelligence than its owner?,Gary,Easy,SpongeBob SquarePants
2868,What is the name of the driving school where SpongeBob continually fails his boating exam?,Mrs. Puff's Boating School,Easy,SpongeBob SquarePants
2869,What is the name of the muscular lobster who works as a lifeguard at Goo Lagoon?,Larry the Lobster,Easy,SpongeBob SquarePants
2870,"What type of creature is the Flying Dutchman, a recurring antagonist who steals souls?",A ghost,Easy,SpongeBob SquarePants
2871,"What does SpongeBob use as his primary alarm clock, which violently wakes him up with a loud sound?",A foghorn,Easy,SpongeBob SquarePants
2872,"What is the name of the elderly, retired superhero duo that SpongeBob and Patrick idolize?",Mermaid Man and Barnacle Boy,Easy,SpongeBob SquarePants
2873,"What does Patrick frequently use as a house, consisting of a single, large object?",A rock,Easy,SpongeBob SquarePants
2874,"What is the specific brand of cereal that Gary refuses to eat, leading him to run away?",Snail Bites,Medium,SpongeBob SquarePants
2875,What obscure board game do SpongeBob and Patrick play that summons a spectral pirate captain?,The Flying Dutchman's Treasure Hunt,Medium,SpongeBob SquarePants
2876,How much money does Mr. Krabs trade SpongeBob's soul for to the Flying Dutchman?,62 cents,Hard,SpongeBob SquarePants
2877,"What toy dictates the survival strategies of SpongeBob, Patrick, and Squidward when they are stranded in the Kelp Forest?",The Magic Conch Shell,Medium,SpongeBob SquarePants
2878,"What footwear does Mr. Krabs famously fry and eat to hide them from SpongeBob, only to be driven mad by their sound?",The Squeaky Boots,Medium,SpongeBob SquarePants
2879,"What item does SpongeBob's grandmother give him, which he tries to hide from his coworkers to appear mature?",A sweater,Medium,SpongeBob SquarePants
2880,What illness causes SpongeBob to turn pale and leak pink bubbles out of his pores?,The Suds,Medium,SpongeBob SquarePants
2881,"What name does SpongeBob give to the wild, untamed seahorse he attempts to keep as a pet?",Mystery,Hard,SpongeBob SquarePants
2882,"What dance does SpongeBob perform to the song ""Stadium Rave"" while accompanied by a wild jellyfish in his house?",The Jellyfish Jam,Medium,SpongeBob SquarePants
2883,"What type of animal is Plankton's beloved pet, Spot?",An amoeba,Hard,SpongeBob SquarePants
2884,"What was the name of the original Krusty Krab fry cook who visits the restaurant, making SpongeBob feel inadequate?",Jim,Medium,SpongeBob SquarePants
2885,"During a weightlifting competition at Goo Lagoon, what piece of clothing does SpongeBob accidentally tear, launching a short-lived musical career?",His pants,Easy,SpongeBob SquarePants
2886,What is the name of Squidward's wealthy and successful rival from high school?,Squilliam Fancyson,Medium,SpongeBob SquarePants
2887,What creature do SpongeBob and Patrick draw a circle in the sand to protect themselves from?,A Sea Bear,Easy,SpongeBob SquarePants
2888,"What acronym does Plankton misinterpret as ""Fire, Uranium, No survivors"" during a song with SpongeBob?",F.U.N.,Easy,SpongeBob SquarePants
2889,What food item does Patrick secretly eat while hiding a balloon he and SpongeBob believe they stole on Free Balloon Day?,A chocolate bar,Medium,SpongeBob SquarePants
2890,"What body part does SpongeBob frequently remove and use as a tool, such as a back scratcher or a paddle?",His arm,Easy,SpongeBob SquarePants
2891,"What magazine does Squidward read, which features luxury homes and interior design?",House Fancy,Medium,SpongeBob SquarePants
2892,"What condition turns Bikini Bottom residents into primitive, zombie-like creatures after being scratched by a pet?",Mad Snail Disease,Medium,SpongeBob SquarePants
